timestamp,x,y,car,sensor_id
85.9,266.84,173.448,car0,0
85.95,266.84,173.496,car0,0
86.0,266.84,173.547,car0,0
86.05,266.84,173.6,car0,0
86.1,266.84,173.657,car0,0
86.15,266.84,173.712,car0,0
86.2,266.84,173.763,car0,0
86.25,266.84,173.823,car0,0
86.3,266.84,173.881,car0,0
86.35,266.84,173.941,car0,0
86.4,266.84,173.996,car0,1
86.45,266.84,174.046,car0,1
86.5,266.84,174.094,car0,1
86.55,266.84,174.149,car0,1
86.6,266.84,174.207,car0,1
86.65,266.84,174.259,car0,1
86.7,266.84,174.318,car0,1
86.75,266.84,174.376,car0,1
86.8,266.84,174.428,car0,1
86.85,266.84,174.484,car0,1
86.9,266.84,174.536,car0,1
86.95,266.84,174.585,car0,2
87.0,266.84,174.642,car0,2
87.05,266.84,174.698,car0,2
87.1,266.84,174.745,car0,2
87.15,266.84,174.793,car0,2
87.2,266.84,174.843,car0,2
87.25,266.84,174.898,car0,2
87.3,266.84,174.951,car0,2
87.35,266.84,175.004,car0,3
87.4,266.84,175.063,car0,3
87.45,266.84,175.114,car0,3
87.5,266.84,175.17,car0,3
87.55,266.84,175.223,car0,3
87.6,266.84,175.28,car0,3
87.65,266.84,175.336,car0,3
87.7,266.84,175.391,car0,3
87.75,266.84,175.447,car0,3
87.8,266.84,175.505,car0,4
87.85,266.84,175.553,car0,4
87.9,266.84,175.611,car0,4
87.95,266.84,175.667,car0,4
88.0,266.84,175.721,car0,4
88.05,266.84,175.779,car0,4
88.1,266.84,175.837,car0,4
88.15,266.84,175.888,car0,4
88.2,266.84,175.936,car0,4
88.25,266.84,175.989,car0,4
88.3,266.84,176.045,car0,4
88.35,266.84,176.095,car0,4
88.4,266.84,176.144,car0,4
88.45,266.84,176.194,car0,5
88.5,266.84,176.253,car0,5
88.55,266.84,176.311,car0,5
88.6,266.84,176.359,car0,5
88.65,266.84,176.414,car0,5
88.7,266.84,176.474,car0,5
88.75,266.84,176.531,car0,5
88.8,266.84,176.581,car0,5
88.85,266.84,176.636,car0,5
88.9,266.84,176.69,car0,5
88.95,266.84,176.74,car0,5
89.0,266.84,176.789,car0,5
89.05,266.84,176.839,car0,5
89.1,266.84,176.889,car0,5
89.15,266.84,176.939,car0,5
89.2,266.84,176.99,car0,5
89.25,266.84,177.043,car0,5
89.3,266.84,177.101,car0,5
89.35,266.84,177.157,car0,5
89.4,266.84,177.21,car0,5
89.45,266.84,177.261,car0,5
89.5,266.84,177.312,car0,5
89.55,266.84,177.362,car0,5
89.6,266.84,177.419,car0,5
89.65,266.84,177.467,car0,5
89.7,266.84,177.526,car0,5
89.75,266.84,177.58,car0,5
89.8,266.84,177.638,car0,5
89.85,266.84,177.686,car0,5
89.9,266.84,177.738,car0,5
89.95,266.84,177.796,car0,5
90.0,266.84,177.847,car0,5
90.05,266.84,177.904,car0,5
90.1,266.84,177.957,car0,5
90.15,266.84,178.013,car0,5
90.2,266.84,178.062,car0,5
90.25,266.84,178.114,car0,5
90.3,266.84,178.167,car0,5
90.35,266.84,178.216,car0,5
90.4,266.84,178.271,car0,5
90.45,266.84,178.324,car0,5
90.5,266.84,178.381,car0,5
90.55,266.84,178.434,car0,5
90.6,266.84,178.485,car0,5
90.65,266.84,178.535,car0,5
90.7,266.84,178.589,car0,5
90.75,266.84,178.637,car0,5
90.8,266.84,178.686,car0,5
90.85,266.84,178.736,car0,5
90.9,266.84,178.789,car0,5
90.95,266.84,178.846,car0,5
91.0,266.84,178.9,car0,5
91.05,266.84,178.949,car0,5
91.1,266.84,179.0,car0,5
91.15,266.84,179.057,car0,5
91.2,266.84,179.111,car0,5
91.25,266.84,179.161,car0,5
91.3,266.84,179.211,car0,5
91.35,266.84,179.267,car0,5
91.4,266.84,179.316,car0,5
91.45,266.84,179.366,car0,5
91.5,266.84,179.421,car0,5
91.55,266.84,179.479,car0,5
91.6,266.84,179.537,car0,5
91.65,266.84,179.591,car0,5
91.7,266.84,179.65,car0,5
91.75,266.84,179.705,car0,5
91.8,266.84,179.753,car0,5
91.85,266.84,179.808,car0,5
91.9,266.84,179.859,car0,5
91.95,266.84,179.914,car0,5
92.0,266.84,179.968,car0,5
92.05,266.84,180.02,car0,5
92.1,266.84,180.074,car0,5
92.15,266.84,180.127,car0,5
92.2,266.84,180.184,car0,5
92.25,266.84,180.238,car0,5
92.3,266.84,180.291,car0,5
92.35,266.84,180.343,car0,5
92.4,266.84,180.394,car0,5
92.45,266.84,180.443,car0,5
92.5,266.84,180.501,car0,5
92.55,266.84,180.558,car0,5
92.6,266.84,180.617,car0,5
92.65,266.84,180.669,car0,5
92.7,266.84,180.726,car0,5
92.75,266.84,180.781,car0,5
92.8,266.84,180.837,car0,5
92.85,266.84,180.886,car0,5
92.9,266.84,180.934,car0,5
92.95,266.84,180.986,car0,5
93.0,266.84,181.044,car0,5
93.05,266.84,181.102,car0,5
93.1,266.84,181.16,car0,5
93.15,266.84,181.208,car0,5
93.2,266.84,181.262,car0,5
93.25,266.84,181.317,car0,5
93.3,266.84,181.374,car0,5
93.35,266.84,181.423,car0,5
93.4,266.84,181.476,car0,5
93.45,266.84,181.532,car0,5
93.5,266.84,181.582,car0,5
