timestamp,x,y,car,sensor_id
54.05,266.84,172.419,car0,0
54.1,266.84,172.481,car0,0
54.15,266.84,172.55,car0,0
54.2,266.84,172.614,car0,0
54.25,266.84,172.682,car0,0
54.3,266.84,172.751,car0,0
54.35,266.84,172.811,car0,0
54.4,266.84,172.875,car0,0
54.45,266.84,172.947,car0,0
54.5,266.84,173.017,car0,0
54.55,266.84,173.087,car0,0
54.6,266.84,173.148,car0,0
54.65,266.84,173.219,car0,0
54.7,266.84,173.288,car0,0
54.75,266.84,173.354,car0,0
54.8,266.84,173.418,car0,0
54.85,266.84,173.477,car0,0
54.9,266.84,173.539,car0,0
54.95,266.84,173.61,car0,0
55.0,266.84,173.671,car0,0
55.05,266.84,173.739,car0,0
55.1,266.84,173.799,car0,0
55.15,266.84,173.872,car0,0
55.2,266.84,173.943,car0,0
55.25,266.84,174.01,car0,1
55.3,266.84,174.079,car0,1
55.35,266.84,174.143,car0,1
55.4,266.84,174.211,car0,1
55.45,266.84,174.273,car0,1
55.5,266.84,174.336,car0,1
55.55,266.84,174.395,car0,1
55.6,266.84,174.459,car0,1
55.65,266.84,174.526,car0,1
55.7,266.84,174.586,car0,2
55.75,266.84,174.657,car0,2
55.8,266.84,174.723,car0,2
55.85,266.84,174.785,car0,2
55.9,266.84,174.845,car0,2
55.95,266.84,174.912,car0,2
56.0,266.84,174.984,car0,3
56.05,266.84,175.051,car0,3
56.1,266.84,175.121,car0,3
56.15,266.84,175.186,car0,3
56.2,266.84,175.254,car0,3
56.25,266.84,175.319,car0,3
56.3,266.84,175.377,car0,3
56.35,266.84,175.441,car0,3
56.4,266.84,175.511,car0,4
56.45,266.84,175.574,car0,4
56.5,266.84,175.634,car0,4
56.55,266.84,175.693,car0,4
56.6,266.84,175.756,car0,4
56.65,266.84,175.82,car0,4
56.7,266.84,175.882,car0,4
56.75,266.84,175.947,car0,4
56.8,266.84,176.011,car0,4
56.85,266.84,176.082,car0,4
56.9,266.84,176.151,car0,5
56.95,266.84,176.217,car0,5
57.0,266.84,176.289,car0,5
57.05,266.84,176.353,car0,5
57.1,266.84,176.418,car0,5
57.15,266.84,176.485,car0,5
57.2,266.84,176.55,car0,5
57.25,266.84,176.609,car0,5
57.3,266.84,176.677,car0,5
57.35,266.84,176.741,car0,5
57.4,266.84,176.813,car0,5
57.45,266.84,176.882,car0,5
57.5,266.84,176.941,car0,5
57.55,266.84,177.004,car0,5
57.6,266.84,177.074,car0,5
57.65,266.84,177.136,car0,5
57.7,266.84,177.194,car0,5
57.75,266.84,177.267,car0,5
57.8,266.84,177.335,car0,5
57.85,266.84,177.4,car0,5
57.9,266.84,177.471,car0,5
57.95,266.84,177.536,car0,5
58.0,266.84,177.606,car0,5
58.05,266.84,177.676,car0,5
58.1,266.84,177.736,car0,5
58.15,266.84,177.808,car0,5
58.2,266.84,177.871,car0,5
58.25,266.84,177.93,car0,5
58.3,266.84,177.998,car0,5
58.35,266.84,178.061,car0,5
58.4,266.84,178.131,car0,5
58.45,266.84,178.195,car0,5
58.5,266.84,178.262,car0,5
58.55,266.84,178.329,car0,5
58.6,266.84,178.393,car0,5
58.65,266.84,178.46,car0,5
58.7,266.84,178.522,car0,5
58.75,266.84,178.583,car0,5
58.8,266.84,178.652,car0,5
58.85,266.84,178.721,car0,5
58.9,266.84,178.783,car0,5
58.95,266.84,178.855,car0,5
59.0,266.84,178.916,car0,5
59.05,266.84,178.986,car0,5
59.1,266.84,179.049,car0,5
59.15,266.84,179.115,car0,5
59.2,266.84,179.179,car0,5
59.25,266.84,179.244,car0,5
59.3,266.84,179.315,car0,5
59.35,266.84,179.383,car0,5
59.4,266.84,179.451,car0,5
59.45,266.84,179.514,car0,5
59.5,266.84,179.584,car0,5
59.55,266.84,179.649,car0,5
59.6,266.84,179.708,car0,5
59.65,266.84,179.779,car0,5
59.7,266.84,179.845,car0,5
59.75,266.84,179.913,car0,5
59.8,266.84,179.978,car0,5
59.85,266.84,180.04,car0,5
59.9,266.84,180.103,car0,5
59.95,266.84,180.174,car0,5
60.0,266.84,180.241,car0,5
60.05,266.84,180.308,car0,5
60.1,266.84,180.37,car0,5
60.15,266.84,180.438,car0,5
60.2,266.84,180.504,car0,5
60.25,266.84,180.563,car0,5
60.3,266.84,180.631,car0,5
60.35,266.84,180.697,car0,5
60.4,266.84,180.766,car0,5
60.45,266.84,180.832,car0,5
60.5,266.84,180.894,car0,5
60.55,266.84,180.962,car0,5
60.6,266.84,181.031,car0,5
60.65,266.84,181.101,car0,5
60.7,266.84,181.162,car0,5
60.75,266.84,181.221,car0,5
60.8,266.84,181.293,car0,5
60.85,266.84,181.364,car0,5
60.9,266.84,181.431,car0,5
60.95,266.84,181.497,car0,5
61.0,266.84,181.556,car0,5
61.05,266.84,181.62,car0,5
61.1,266.84,181.687,car0,5
